rel_path,lang,risk_hits_score,todo,danger_c_funcs,danger_cpp_patterns,danger_py_patterns,control_keywords
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/orangepi_send/src/pwm_control.c,cpp,1,0,0,0,0,89
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/orangepi_send/src/PwmFrameBuilder.cpp,cpp,67,0,3,7,0,4
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/orangepi_send/src/crc16_ccitt.cpp,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/orangepi_send/src/protocol_pack.c,cpp,1,0,0,0,0,1
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/orangepi_send/src/main.cpp,cpp,1,0,0,0,0,4
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/orangepi_send/include/libpwm_host.h,cpp,1,0,0,0,0,57
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/orangepi_send/include/UdpSender.h,cpp,0,0,0,0,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/orangepi_send/include/crc16_ccitt.h,cpp,12,0,0,2,0,0
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/orangepi_send/include/pwm_control.h,cpp,9,0,1,0,0,51
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/orangepi_send/include/protocol_pack.hpp,cpp,1,0,0,0,0,1
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/orangepi_send/include/PwmFrameBuilder.h,cpp,1,0,0,0,0,13
UnderwaterRobotSystem/OrangePi_STM32_for_ROV/orangepi_send/include/protocol_pack.h,cpp,1,0,0,0,0,2
UnderWaterRobotGCS/src/urogcs/telemetry/ui_viewmodels.py,python,1,0,0,0,0,8
UnderWaterRobotGCS/src/urogcs/telemetry/alarms.py,python,1,0,0,0,0,10
UnderWaterRobotGCS/src/urogcs/telemetry/model.py,python,7,0,0,0,1,12
UnderWaterRobotGCS/src/urogcs/tools/intent_watch.py,python,7,0,0,0,1,20
UnderWaterRobotGCS/src/urogcs/tools/replay.py,python,1,0,0,0,0,2
UnderWaterRobotGCS/src/urogcs/tools/pcap_export.py,python,1,0,0,0,0,17
UnderWaterRobotGCS/src/urogcs/transport/udp_link.py,python,7,0,0,0,1,3
UnderWaterRobotGCS/src/urogcs/transport/recorder.py,python,1,0,0,0,0,1
UnderWaterRobotGCS/src/urogcs/app/tui_main.py,python,25,0,0,0,4,25
UnderWaterRobotGCS/src/urogcs/protocol/wire.py,python,1,0,0,0,0,3
UnderWaterRobotGCS/src/urogcs/protocol/codec.py,python,1,0,0,0,0,15
UnderWaterRobotGCS/src/urogcs/protocol/messages.py,python,1,0,0,0,0,3
UnderWaterRobotGCS/src/urogcs/protocol/crc32c.py,python,1,0,0,0,0,1
UnderWaterRobotGCS/src/urogcs/control/keyboard_mapper.py,python,1,0,0,0,0,2
UnderWaterRobotGCS/src/urogcs/control/safety.py,python,1,0,0,0,0,4
UnderWaterRobotGCS/src/urogcs/session/session_client.py,python,19,0,0,0,3,22
